Package_ID,Package_Name,Package_Badge,Package_Base_INR,Package_Base_USD,Turnaround,Macro_ID,Macro_Name,Macro_Category,Macro_Is_Essential,Macro_Price_INR,Macro_Price_USD,Macro_Description,Micro_ID,Micro_Name,Micro_Tag,Micro_Detail
luxury-landing-sprint,"Luxury Landing Sprint (Base Foundation)","Core Foundation",5000,100,"5-7 Days",ls_macro_accessibility,"Accessibility & Inclusive Design","Usability & Compliance",FALSE,600,12,"Inclusive design accommodating all users with multi-language switching, theme toggles, font scaling, and screen-reader compliance.",ls_micro_16,"WCAG 2.1 AAA Screen Reader Landmarks",Compliance,"Semantic ARIA roles, skip-to-content links, and focus rings for complete keyboard accessibility."
luxury-landing-sprint,"Luxury Landing Sprint (Base Foundation)","Core Foundation",5000,100,"5-7 Days",ls_macro_accessibility,"Accessibility & Inclusive Design","Usability & Compliance",FALSE,600,12,"Inclusive design accommodating all users with multi-language switching, theme toggles, font scaling, and screen-reader compliance.",ls_micro_17,"Reduced Motion Mode",Accessibility,"Automatically disables motion effects when visitor has OS 'prefers-reduced-motion' enabled."
luxury-landing-sprint,"Luxury Landing Sprint (Base Foundation)","Core Foundation",5000,100,"5-7 Days",ls_macro_seo,"SEO, Meta Architecture & Social Sharing","Organic Discovery",FALSE,600,12,"Complete search engine optimization with OpenGraph preview cards, automated XML sitemaps, and rich schema markup.",ls_micro_18,"OpenGraph & Twitter Card Dynamic Previews",Social,"High-res branded card previews when shared on WhatsApp, iMessage, Twitter, and LinkedIn."
luxury-landing-sprint,"Luxury Landing Sprint (Base Foundation)","Core Foundation",5000,100,"5-7 Days",ls_macro_seo,"SEO, Meta Architecture & Social Sharing","Organic Discovery",FALSE,600,12,"Complete search engine optimization with OpenGraph preview cards, automated XML sitemaps, and rich schema markup.",ls_micro_19,"Automated XML Sitemap & Robots.txt",Indexing,"Self-updating sitemap indexing all canonical routes for Google Search Console crawlers."
luxury-landing-sprint,"Luxury Landing Sprint (Base Foundation)","Core Foundation",5000,100,"5-7 Days",ls_macro_seo,"SEO, Meta Architecture & Social Sharing","Organic Discovery",FALSE,600,12,"Complete search engine optimization with OpenGraph preview cards, automated XML sitemaps, and rich schema markup.",ls_micro_20,"Organization JSON-LD Rich Schema",Schema,"Structured data telling Google your business name, logo, phone, address, and operating hours."
luxury-landing-sprint,"Luxury Landing Sprint (Base Foundation)","Core Foundation",5000,100,"5-7 Days",ls_macro_seo,"SEO, Meta Architecture & Social Sharing","Organic Discovery",FALSE,600,12,"Complete search engine optimization with OpenGraph preview cards, automated XML sitemaps, and rich schema markup.",ls_micro_21,"Semantic Heading H1-H6 Hierarchy",On-Page,"Strict single-H1 semantic structure with keyword-optimized section hierarchy and image alt tags."
luxury-landing-sprint,"Luxury Landing Sprint (Base Foundation)","Core Foundation",5000,100,"5-7 Days",ls_macro_compliance,"Compliance & Visitor Utilities","Trust & Legal",FALSE,499,9,"GDPR/CCPA cookie consent management, sticky scroll-to-top buttons, and smart clipboard copy interactions.",ls_micro_22,"GDPR & CCPA Glassmorphic Cookie Consent Banner",Privacy,"Polished banner with granular Accept / Reject / Preferences options and consent storage."
luxury-landing-sprint,"Luxury Landing Sprint (Base Foundation)","Core Foundation",5000,100,"5-7 Days",ls_macro_compliance,"Compliance & Visitor Utilities","Trust & Legal",FALSE,499,9,"GDPR/CCPA cookie consent management, sticky scroll-to-top buttons, and smart clipboard copy interactions.",ls_micro_23,"Sticky Scroll-to-Top Floating Button",Navigation,"Appears smoothly after 400px of scrolling with dynamic circular scroll-depth progress ring."
luxury-landing-sprint,"Luxury Landing Sprint (Base Foundation)","Core Foundation",5000,100,"5-7 Days",ls_macro_compliance,"Compliance & Visitor Utilities","Trust & Legal",FALSE,499,9,"GDPR/CCPA cookie consent management, sticky scroll-to-top buttons, and smart clipboard copy interactions.",ls_micro_24,"Smart Copy-to-Clipboard Interactions",Micro-UX,"Clicking your email or phone number copies it instantly with a tactile 'Copied!' tooltip."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_foundation,"Luxury Landing Sprint Foundation (Included)","Base Architecture",TRUE,4999,99,"Includes the entire Luxury Landing Sprint foundation (₹4,999 value) built directly under your marketing funnels.",gm_micro_0a,"Complete Next.js App Router Architecture",Core,"Full SSR foundation with edge hosting and CDN delivery."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_foundation,"Luxury Landing Sprint Foundation (Included)","Base Architecture",TRUE,4999,99,"Includes the entire Luxury Landing Sprint foundation (₹4,999 value) built directly under your marketing funnels.",gm_micro_0b,"Responsive Layout & Typography System",Core,"Curated typography with 95+ Lighthouse speed benchmarks."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_foundation,"Luxury Landing Sprint Foundation (Included)","Base Architecture",TRUE,4999,99,"Includes the entire Luxury Landing Sprint foundation (₹4,999 value) built directly under your marketing funnels.",gm_micro_0c,"Lead Capture & Contact Engine",Core,"Asynchronous forms with instant notifications to owner."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_checkout,"Frictionless 1-Click Express Checkout & Payments","Revenue & Checkout",TRUE,3500,90,"Zero-friction single-page checkout supporting Apple Pay, Google Pay, UPI, and credit cards with instant order fulfillment.",gm_micro_1,"Multi-Gateway Checkout (Apple Pay, Google Pay, Cards)",Payment,"Stripe & Razorpay integrated single-page checkout with native mobile wallet buttons."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_checkout,"Frictionless 1-Click Express Checkout & Payments","Revenue & Checkout",TRUE,3500,90,"Zero-friction single-page checkout supporting Apple Pay, Google Pay, UPI, and credit cards with instant order fulfillment.",gm_micro_2,"Dynamic Tax & Discount Coupon Engine",Promo,"Real-time promo code validator with automated percent or flat discount calculation."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_checkout,"Frictionless 1-Click Express Checkout & Payments","Revenue & Checkout",TRUE,3500,90,"Zero-friction single-page checkout supporting Apple Pay, Google Pay, UPI, and credit cards with instant order fulfillment.",gm_micro_3,"Abandoned Checkout Recovery Hook",Recovery,"Captures partial email and cart contents to trigger automated abandoned cart recovery."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_checkout,"Frictionless 1-Click Express Checkout & Payments","Revenue & Checkout",TRUE,3500,90,"Zero-friction single-page checkout supporting Apple Pay, Google Pay, UPI, and credit cards with instant order fulfillment.",gm_micro_4,"Instant Digital Fulfillment Handshake",Order,"Immediate redirect to order confirmation with downloadable receipts and delivery tracking."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_urgency,"High-Conversion Urgency & Scarcity Mechanics","Psychological Triggers",TRUE,3000,80,"Dynamic countdown timers, top announcement bars, and stock meters that compel visitors to take action immediately.",gm_micro_5,"Real-Time Flash Sale Countdown Clocks",Urgency,"Localized drop timers showing hours, minutes, and seconds remaining in flash campaign."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_urgency,"High-Conversion Urgency & Scarcity Mechanics","Psychological Triggers",TRUE,3000,80,"Dynamic countdown timers, top announcement bars, and stock meters that compel visitors to take action immediately.",gm_micro_6,"Sticky Offer-First Announcement Bar",Banner,"Top header banner with 1-click coupon code copy and free shipping progress meter."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_urgency,"High-Conversion Urgency & Scarcity Mechanics","Psychological Triggers",TRUE,3000,80,"Dynamic countdown timers, top announcement bars, and stock meters that compel visitors to take action immediately.",gm_micro_7,"Dynamic Low-Stock Inventory Indicators",Scarcity,"Urgency badges ('Only 3 left in stock!') that dynamically deplete based on purchase volume."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_urgency,"High-Conversion Urgency & Scarcity Mechanics","Psychological Triggers",TRUE,3000,80,"Dynamic countdown timers, top announcement bars, and stock meters that compel visitors to take action immediately.",gm_micro_8,"Live Social-Proof Purchase Toasts",Social Proof,"Subtle popups showing recent orders from real cities to validate buyer trust."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_attribution,"Full-Spectrum UTM Multi-Source Attribution","Analytics & Telemetry",TRUE,3000,80,"Captures source, medium, and campaign parameters with every order and passes server-side conversion pixels to Meta and Google.",gm_micro_9,"URL Parameter Parser (UTM Source, Medium, Campaign)",Attribution,"Automatically extracts marketing query params and persists them across the entire visitor session."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_attribution,"Full-Spectrum UTM Multi-Source Attribution","Analytics & Telemetry",TRUE,3000,80,"Captures source, medium, and campaign parameters with every order and passes server-side conversion pixels to Meta and Google.",gm_micro_10,"Persistent 30-Day Cookie Source Binding",Tracking,"Binds origin campaign to checkout payload even if visitor returns weeks later."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_attribution,"Full-Spectrum UTM Multi-Source Attribution","Analytics & Telemetry",TRUE,3000,80,"Captures source, medium, and campaign parameters with every order and passes server-side conversion pixels to Meta and Google.",gm_micro_11,"Meta Pixel & CAPI Server-Side Telemetry",Pixels,"Direct Graph API server-side event transmission bypassing ad blockers for accurate ROAS."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_attribution,"Full-Spectrum UTM Multi-Source Attribution","Analytics & Telemetry",TRUE,3000,80,"Captures source, medium, and campaign parameters with every order and passes server-side conversion pixels to Meta and Google.",gm_micro_12,"GA4 & Google Tag Manager DataLayer Events",Analytics,"Structured e-commerce events (view_item, begin_checkout, purchase) pushed to DataLayer."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_ugc,"Social Proof & UGC Video Review Wall","Social Trust",FALSE,1500,40,"Mobile-optimized vertical TikTok / Reel video testimonials wall with customer star ratings and before/after comparisons.",gm_micro_13,"Vertical Reel/TikTok Video Player",Video,"Fast-loading muted vertical video player with tap-to-unmute and carousel sliding."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_ugc,"Social Proof & UGC Video Review Wall","Social Trust",FALSE,1500,40,"Mobile-optimized vertical TikTok / Reel video testimonials wall with customer star ratings and before/after comparisons.",gm_micro_14,"Verified Customer Star Rating Filters",Reviews,"Breakdown of 5-star reviews with keyword filtering (Quality, Speed, Customer Service)."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_ugc,"Social Proof & UGC Video Review Wall","Social Trust",FALSE,1500,40,"Mobile-optimized vertical TikTok / Reel video testimonials wall with customer star ratings and before/after comparisons.",gm_micro_15,"Before & After Interactive Split Slider",Visual,"Draggable divider showing transformative client results side-by-side."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_comparison,"Interactive Product 360 & Comparison Matrix","Product Presentation",FALSE,1500,40,"Interactive 4K multi-angle viewer and value-anchoring comparison table establishing your offering as superior to alternatives.",gm_micro_16,"4K Multi-Angle Product Zoomer",360 Viewer,"Drag-to-rotate multi-frame product viewer with high-resolution lens zoom on hover."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_comparison,"Interactive Product 360 & Comparison Matrix","Product Presentation",FALSE,1500,40,"Interactive 4K multi-angle viewer and value-anchoring comparison table establishing your offering as superior to alternatives.",gm_micro_17,"Side-by-Side Value-Anchoring Matrix",Comparison,"Clear checkmark vs X comparison matrix highlighting your unique advantages over competitors."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_comparison,"Interactive Product 360 & Comparison Matrix","Product Presentation",FALSE,1500,40,"Interactive 4K multi-angle viewer and value-anchoring comparison table establishing your offering as superior to alternatives.",gm_micro_18,"Live Variant & Material Switcher",Variants,"Instant swap of product photos and pricing based on selected color or bundle size."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_ai_concierge,"AI Sales Concierge Bot","AI Sales Agent",FALSE,1500,40,"24/7 intelligent sales assistant that answers buyer questions, handles objections, and guides prospects directly to checkout.",gm_micro_19,"24/7 Context-Aware Sales Assistant",AI Bot,"Trained on your specific product catalogs, FAQs, warranties, and pricing tiers."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_ai_concierge,"AI Sales Concierge Bot","AI Sales Agent",FALSE,1500,40,"24/7 intelligent sales assistant that answers buyer questions, handles objections, and guides prospects directly to checkout.",gm_micro_20,"Automated Objection Handling Engine",Closing,"Pre-programmed objection handling for shipping times, refund guarantees, and sizing questions."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_ai_concierge,"AI Sales Concierge Bot","AI Sales Agent",FALSE,1500,40,"24/7 intelligent sales assistant that answers buyer questions, handles objections, and guides prospects directly to checkout.",gm_micro_21,"Direct In-Chat 1-Click Checkout Routing",Sales,"Recommends relevant packages and generates a direct checkout link inside the conversation."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_multilingual,"Multi-Lingual International Localization (i18n)","Global Reach",FALSE,1000,30,"Language switcher supporting up to 3 global languages with localized currency and Right-to-Left (RTL) support.",gm_micro_22,"Multi-Language Header Switcher",i18n,"Seamless toggle supporting English, Arabic, Spanish, or your chosen regional languages."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_multilingual,"Multi-Lingual International Localization (i18n)","Global Reach",FALSE,1000,30,"Language switcher supporting up to 3 global languages with localized currency and Right-to-Left (RTL) support.",gm_micro_23,"Right-to-Left (RTL) Mirroring Architecture",RTL,"Complete layout mirroring support for Arabic and Urdu typography and navigation."
growth-marketing-campaigns,"BOFU Website Marketing & Sources Package","High Conversion",5000,100,"2-3 Weeks",gm_macro_multilingual,"Multi-Lingual International Localization (i18n)","Global Reach",FALSE,1000,30,"Language switcher supporting up to 3 global languages with localized currency and Right-to-Left (RTL) support.",gm_micro_24,"Localized Currency Formatting",Currency,"Automatically presents figures in INR (₹), USD ($), EUR (€), or AED based on visitor country."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_foundation,"Luxury Landing Sprint Foundation (Included)","Base Architecture",TRUE,4999,99,"Includes the entire Luxury Landing Sprint foundation (₹4,999 value) as the baseline for your booking portal.",bk_micro_0a,"Complete Next.js App Router Architecture",Core,"Full SSR foundation with edge hosting and CDN delivery."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_foundation,"Luxury Landing Sprint Foundation (Included)","Base Architecture",TRUE,4999,99,"Includes the entire Luxury Landing Sprint foundation (₹4,999 value) as the baseline for your booking portal.",bk_micro_0b,"Mobile Responsive Layout & Typography",Core,"Curated typography with 95+ Lighthouse speed benchmarks."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_slot_picker,"Interactive Live Slot Availability Engine","Calendar Engine",TRUE,3500,90,"Real-time calendar slot blocking with timezone auto-detection, custom meeting buffers, and operational hours.",bk_micro_1,"Interactive Calendar Date & Slot Grid",Grid,"Live availability grid showing morning, afternoon, and evening booking slots."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_slot_picker,"Interactive Live Slot Availability Engine","Calendar Engine",TRUE,3500,90,"Real-time calendar slot blocking with timezone auto-detection, custom meeting buffers, and operational hours.",bk_micro_2,"Automatic Timezone Detection & Conversion",Timezone,"Converts meeting times to client's local timezone automatically to prevent confusion."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_slot_picker,"Interactive Live Slot Availability Engine","Calendar Engine",TRUE,3500,90,"Real-time calendar slot blocking with timezone auto-detection, custom meeting buffers, and operational hours.",bk_micro_3,"Custom Meeting Buffers & Operating Hours",Buffers,"Configurable buffer gaps (e.g. 15 min cooldown) and holiday blackout dates."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_calendar_sync,"Bidirectional 2-Way Calendar Synchronization","Calendar API",TRUE,3000,80,"Google Calendar and Outlook 2-way sync that automatically blocks booked slots and eliminates double-booking.",bk_micro_4,"Google Calendar 2-Way API Sync",Google,"Instantly adds bookings to your Google Calendar and blocks dates when you add personal events."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_calendar_sync,"Bidirectional 2-Way Calendar Synchronization","Calendar API",TRUE,3000,80,"Google Calendar and Outlook 2-way sync that automatically blocks booked slots and eliminates double-booking.",bk_micro_5,"Microsoft Outlook / Office 365 Sync",Outlook,"Synchronizes appointment events with enterprise Outlook calendars in real-time."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_calendar_sync,"Bidirectional 2-Way Calendar Synchronization","Calendar API",TRUE,3000,80,"Google Calendar and Outlook 2-way sync that automatically blocks booked slots and eliminates double-booking.",bk_micro_6,"Automated .ics Calendar File Attachments",iCal,"Sends Apple / Google Calendar 1-tap add event links in confirmation messages."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_reminders,"Automated WhatsApp & Email Reminders","Notifications",TRUE,2500,70,"Automated confirmation and 24h/2h reminder sequences that reduce appointment no-shows by up to 80%.",bk_micro_7,"Instant Confirmation Email & WhatsApp Dispatch",Instant,"Sends calendar link and appointment details immediately upon slot selection."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_reminders,"Automated WhatsApp & Email Reminders","Notifications",TRUE,2500,70,"Automated confirmation and 24h/2h reminder sequences that reduce appointment no-shows by up to 80%.",bk_micro_8,"24-Hour & 2-Hour Pre-Appointment Reminders",Reminders,"Automated reminders sent via WhatsApp Cloud API or Twilio SMS to prevent no-shows."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_reminders,"Automated WhatsApp & Email Reminders","Notifications",TRUE,2500,70,"Automated confirmation and 24h/2h reminder sequences that reduce appointment no-shows by up to 80%.",bk_micro_9,"1-Click Client Reschedule & Cancellation Links",Self-Serve,"Self-serve reschedule link freeing up staff from manual appointment coordination."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_payments,"Deposit & Session Pre-Payment Gateway",Payments,FALSE,2500,70,"Stripe and Razorpay integration requiring clients to pay a mandatory deposit or full fee before confirming.",bk_micro_10,"Mandatory Booking Deposit Checkout Step",Deposit,"Requires partial or full prepayment to hold the appointment slot on the calendar."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_payments,"Deposit & Session Pre-Payment Gateway",Payments,FALSE,2500,70,"Stripe and Razorpay integration requiring clients to pay a mandatory deposit or full fee before confirming.",bk_micro_11,"Razorpay, UPI & Stripe Webhook Verification",Webhook,"Cryptographically verifies payment completion before confirming the calendar block."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_payments,"Deposit & Session Pre-Payment Gateway",Payments,FALSE,2500,70,"Stripe and Razorpay integration requiring clients to pay a mandatory deposit or full fee before confirming.",bk_micro_12,"Automated GST / Tax Invoice Receipts",Invoice,"Generates digital PDF receipt with order number and tax breakdown automatically."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_qualification,"Pre-Appointment Qualification Questionnaire",Intake,FALSE,1500,40,"Multi-step intake questionnaire with file uploads ensuring you only spend time on qualified high-value appointments.",bk_micro_13,"Multi-Step Client Brief Questionnaire",Form,"Collects business budget, goals, medical history, or requirements before booking."
booking-appointments-engine,"Smart Appointment & Booking Engine","Booking Suite",5000,100,"2-3 Weeks",bk_macro_qualification,"Pre-Appointment Qualification Questionnaire",Intake,FALSE,1500,40,"Multi-step intake questionnaire with file uploads ensuring you only spend time on qualified high-value appointments.",bk_micro_14,"Reference File & Document Uploads",Uploads,"Allows clients to attach floor plans, briefs, or medical scans directly into the booking."
